beschreibung_id,modell,sprache,subgruppe,frage_id,dimension,wiederholung,beschreibung
anthropic-claude-sonnet-4-5_AR_Reformists_Q02_W2,anthropic/claude-sonnet-4-5,AR,Reformists,Q02,offen,2,"# نظرة الإصلاحيين الإيرانيين للبرنامج النووي

يتبنى الإصلاحيون في إيران موقفاً براغماتياً من البرنامج النووي، حيث يؤيدون حق إيران في امتلاك تكنولوجيا نووية سلمية لكنهم يفضلون التوصل إلى تسوية دبلوماسية مع المجتمع الدولي. يعتقدون أن الشفافية والتعاون مع الوكالة الدولية للطاقة الذرية ضروريان لرفع العقوبات الاقتصادية التي تضر بالشعب الإيراني. كان الرئيس الإصلاحي السابق محمد خاتمي قد دعم المفاوضات النووية، وكذلك حسن روحاني الذي توصل للاتفاق النووي عام 2015. يرون أن الانفتاح الاقتصادي والاندماج في الاقتصاد العالمي أهم من المواجهة، ويعتبرون البرنامج النووي وسيلة للتفاوض وليس غاية بحد ذاته، مع التركيز على تحسين الأوضاع المعيشية للم"
anthropic-claude-sonnet-4-5_AR_Reformists_Q02_W3,anthropic/claude-sonnet-4-5,AR,Reformists,Q02,offen,3,"# نظرة الإصلاحيين الإيرانيين للبرنامج النووي

يتبنى الإصلاحيون في إيران موقفًا براغماتيًا من البرنامج النووي، حيث يدعمون الحق السيادي لإيران في تطوير الطاقة النووية السلمية، لكنهم يعطون الأولوية للدبلوماسية والتفاوض مع المجتمع الدولي. يرون أن العزلة الدولية والعقوبات الاقتصادية تضر بمصالح الشعب الإيراني أكثر من أي مكاسب رمزية. لذلك دعموا الاتفاق النووي (خطة العمل الشاملة المشتركة) عام 2015 كنموذج لحل النزاعات سلميًا وتحسين العلاقات الخارجية. يعتقدون أن التكامل الاقتصادي العالمي والانفتاح أهم لتنمية إيران من المواجهة الأيديولوجية. ينتقد الإصلاحيون التشدد في المفاوضات النووية، معتبرين أن المرونة الدبلوماسية تخدم المصلحة الوطنية بشك"
anthropic-claude-sonnet-4-5_AR_Reformists_Q03_W1,anthropic/claude-sonnet-4-5,AR,Reformists,Q03,offen,1,"# موقف الإصلاحيين من البرنامج النووي الإيراني

الإصلاحيون في إيران يدعمون البرنامج النووي السلمي كحق سيادي للبلاد، لكنهم يفضلون نهجاً براغماتياً يوازن بين الطموحات النووية والمصالح الاقتصادية والسياسية. يؤمنون بضرورة التفاوض مع المجتمع الدولي لرفع العقوبات وتحسين الاقتصاد، كما ظهر في دعمهم للاتفاق النووي (خطة العمل الشاملة المشتركة) عام 2015 في عهد الرئيس روحاني. يرون أن العزلة الدولية والعقوبات تضر بمصالح الشعب الإيراني، ويفضلون الانفتاح والحوار على المواجهة. بالمقابل، ينتقدهم المتشددون باعتبارهم يقدمون تنازلات مفرطة. يسعى الإصلاحيون لإيجاد حل دبلوماسي يحفظ حقوق إيران النووية مع تجنب التصعيد الذي يؤدي لمزيد من ال"
anthropic-claude-sonnet-4-5_AR_Reformists_Q03_W2,anthropic/claude-sonnet-4-5,AR,Reformists,Q03,offen,2,"# موقف الإصلاحيين الإيرانيين من البرنامج النووي

الإصلاحيون في إيران يؤيدون عمومًا البرنامج النووي السلمي باعتباره حقًا سياديًا للبلاد، لكنهم يختلفون عن المحافظين في أسلوب إدارته. يفضل الإصلاحيون التفاوض والدبلوماسية مع المجتمع الدولي لتجنب العقوبات الاقتصادية المدمرة، كما ظهر في دعمهم للاتفاق النووي (خطة العمل الشاملة المشتركة) عام 2015 تحت رئاسة حسن روحاني. يرون أن التصعيد والمواجهة مع الغرب يضر بالاقتصاد الإيراني ومعيشة المواطنين. يؤكدون على أهمية الشفافية مع الوكالة الدولية للطاقة الذرية لبناء الثقة الدولية، معتبرين أن الحل الدبلوماسي يخدم المصالح الوطنية أكثر من سياسة المواجهة التي يتبناها المتشددون."
anthropic-claude-sonnet-4-5_AR_Reformists_Q03_W3,anthropic/claude-sonnet-4-5,AR,Reformists,Q03,offen,3,"# موقف الإصلاحيين الإيرانيين من البرنامج النووي

الإصلاحيون في إيران يؤيدون البرنامج النووي السلمي كحق وطني، لكنهم يفضلون نهجاً براغماتياً يوازن بين السيادة الوطنية والانفتاح على المجتمع الدولي. يدعون إلى الشفافية والتعاون مع الوكالة الدولية للطاقة الذرية لتجنب العقوبات الاقتصادية المدمرة. كان الإصلاحيون القوة الدافعة وراء الاتفاق النووي (JCPOA) عام 2015 في عهد الرئيس روحاني، معتبرين أن التوصل لحلول دبلوماسية يخدم المصالح الاقتصادية الإيرانية ويحسن معيشة المواطنين. يرون أن التصعيد النووي يعزل إيران دولياً ويضر بالاقتصاد، بينما الحوار يفتح آفاق التنمية. مع ذلك، يواجهون انتقادات من المحافظين الذين يتهمونهم بالتنازل للغرب والتفريط ب"
anthropic-claude-sonnet-4-5_AR_Reformists_Q04_W1,anthropic/claude-sonnet-4-5,AR,Reformists,Q04,offen,1,"# الإصلاحيون والبرنامج النووي الإيراني

عند التفكير في الإصلاحيين الإيرانيين والبرنامج النووي، يبرز توجههم نحو الدبلوماسية والانفتاح على المجتمع الدولي. الإصلاحيون، بقيادة شخصيات مثل محمد خاتمي وحسن روحاني سابقاً، يميلون لاستخدام الملف النووي كأداة تفاوضية لتحقيق مكاسب اقتصادية ورفع العقوبات بدلاً من المواجهة. يؤمنون بأن الاتفاق النووي (JCPOA) كان نموذجاً ناجحاً للتعامل مع الغرب مع الحفاظ على البرنامج السلمي. يرون أن العزلة الدولية تضر بالاقتصاد الإيراني والمواطن العادي، لذا يدعون للشفافية مع الوكالة الدولية للطاقة الذرية والحوار المستمر. ومع ذلك، يواجهون انتقادات من المحافظين الذين يعتبرون نهجهم ""تنازلياً"" ويضعف الس"
anthropic-claude-sonnet-4-5_AR_Reformists_Q04_W2,anthropic/claude-sonnet-4-5,AR,Reformists,Q04,offen,2,عندما أفكر في الإصلاحيين الإيرانيين والبرنامج النووي، يخطر ببالي أنهم تاريخياً أظهروا استعداداً أكبر للحوار والدبلوماسية مع المجتمع الدولي. الاتفاق النووي لعام 2015 (خطة العمل الشاملة المشتركة) تحقق خلال رئاسة روحاني الإصلاحي، حيث سعوا لتخفيف العقوبات الاقتصادية مقابل قيود على البرنامج النووي. يميل الإصلاحيون نحو الانفتاح الاقتصادي والاندماج في الاقتصاد العالمي، معتبرين التوصل لتسوية نووية وسيلة لتحسين الوضع الاقتصادي المحلي. ومع ذلك، تبقى صلاحياتهم محدودة أمام المرشد الأعلى والمؤسسات المحافظة التي تتحكم بالقرارات الاستراتيجية الكبرى، بما فيها السياسة النووية النهائية. هذا التوتر بين الرغبة الإصلاحية بالانفتاح والقي
anthropic-claude-sonnet-4-5_AR_Reformists_Q04_W3,anthropic/claude-sonnet-4-5,AR,Reformists,Q04,offen,3,"# الإصلاحيون والبرنامج النووي الإيراني

عند التفكير في الإصلاحيين الإيرانيين والبرنامج النووي، يبرز توجههم نحو الدبلوماسية والانفتاح الدولي كسمة مميزة. تاريخياً، دعم الإصلاحيون كالرئيس السابق حسن روحاني التفاوض مع القوى الغربية، وهو ما تجسد في الاتفاق النووي (خطة العمل الشاملة المشتركة) عام 2015. يرون البرنامج النووي كورقة تفاوضية لرفع العقوبات وتحسين الاقتصاد، مفضلين الحوار على المواجهة. يؤمنون بأن الشفافية النووية يمكن أن تفتح أبواب التعاون الدولي وتخفف العزلة عن إيران. ومع ذلك، يواجهون معارضة داخلية من المحافظين والمتشددين الذين يرون في التنازلات النووية ضعفاً. الإصلاحيون يسعون لموازنة السيادة الوطنية مع الاندماج في المجتمع الدولي، معت"
google-gemini-2.5-flash_EN_Hardline-Principlists_Q01_W1,google/gemini-2.5-flash,EN,Hardline-Principlists,Q01,offen,1,"Hardline Principlists in Iran view the nuclear program as a crucial component of national sovereignty and a deterrent against foreign aggression. They generally oppose any concessions that would significantly limit Iran's nuclear capabilities, especially enrichment activities, believing such compromises undermine national security and independence. While open to international cooperation within the framework of the Nuclear Non-Proliferation Treaty, they are deeply suspicious of Western intentions and emphasize the right to peaceful nuclear technology. For them, the program is a symbol of Iran's scientific and technological prowess and a means to assert its regional and global standing, rejecting any notion of abandoning it under external pressure."
google-gemini-2.5-flash_EN_Hardline-Principlists_Q01_W2,google/gemini-2.5-flash,EN,Hardline-Principlists,Q01,offen,2,"Hardline Principlists in Iran view the nuclear program as a crucial component of national sovereignty and a deterrent against foreign intervention. They generally support its continuation and resist any concessions that might be perceived as undermining Iran's right to peaceful nuclear technology. Their stance is often rooted in a deep distrust of Western powers, particularly the United States, and a belief that a strong, independent Iran requires advanced scientific and military capabilities. While open to international cooperation on peaceful nuclear energy, they prioritize self-reliance and the safeguarding of national interests above all else, often expressing skepticism about the intentions of international bodies and agreements."
google-gemini-2.5-flash_EN_Hardline-Principlists_Q01_W3,google/gemini-2.5-flash,EN,Hardline-Principlists,Q01,offen,3,"Hardline Principlists in Iran view the nuclear program as a crucial component of national sovereignty and a deterrent against foreign aggression. They generally oppose any concessions that would significantly limit Iran's enrichment capabilities, viewing such moves as undermining national security and technological self-reliance. While they emphasize the program's peaceful nature, they also believe in maintaining the option for further development as a strategic asset. They are wary of international agreements that they perceive as infringing on Iran's right to peaceful nuclear technology, often advocating for a strong, independent stance in negotiations and rejecting external pressures."
google-gemini-2.5-flash_EN_Hardline-Principlists_Q02_W1,google/gemini-2.5-flash,EN,Hardline-Principlists,Q02,offen,1,"Hardline Principlists in Iran view the nuclear program as a cornerstone of national sovereignty, a strategic deterrent against external threats, and a symbol of Iran's scientific and technological prowess. They emphasize Iran's right to peaceful nuclear technology under the Nuclear Non-Proliferation Treaty (NPT) and often express skepticism towards international agreements that they perceive as infringing on this right or imposing disproportionate limitations. For them, the program is non-negotiable in its fundamental aspects, and any concessions must not compromise Iran's long-term security or its ability to develop advanced technologies. They tend to advocate for a robust and self-sufficient nuclear industry, regardless of international pressure."
google-gemini-2.5-flash_EN_Hardline-Principlists_Q02_W2,google/gemini-2.5-flash,EN,Hardline-Principlists,Q02,offen,2,"Hardline Principlists in Iran view the nuclear program as a crucial component of national sovereignty, security, and scientific advancement. They firmly believe in Iran's right to pursue nuclear technology for peaceful purposes, seeing it as an indispensable tool for energy independence and a symbol of national prestige. From their perspective, the program is a deterrent against external threats and a testament to Iran's technological capabilities, and they vehemently oppose any external pressure or sanctions aimed at curtailing it. They often frame the nuclear program within a broader narrative of resistance against perceived Western hegemony and a commitment to self-reliance."
google-gemini-2.5-flash_EN_Hardline-Principlists_Q02_W3,google/gemini-2.5-flash,EN,Hardline-Principlists,Q02,offen,3,"Hardline Principlists in Iran view the nuclear program as a cornerstone of national sovereignty, security, and technological advancement. They emphasize its peaceful purposes, such as energy production and medical applications, while also asserting Iran's right to develop nuclear technology under international law. For them, the program is a symbol of national pride and resistance against external pressures, particularly from the West. They are generally skeptical of concessions in negotiations and advocate for a strong, self-reliant Iran, believing that a robust nuclear program enhances the nation's deterrent capability and regional influence. They often frame the program as non-negotiable in its fundamental aspects, viewing any attempts to dismantle or severely restrict it as an infringement on Iran's independence."
google-gemini-2.5-flash_EN_Hardline-Principlists_Q03_W1,google/gemini-2.5-flash,EN,Hardline-Principlists,Q03,offen,1,"Hardline Principlists in Iran view the nuclear program as a crucial component of national sovereignty and a deterrent against external threats. They generally advocate for the continuation and expansion of the program, emphasizing Iran's right to peaceful nuclear technology under the Non-Proliferation Treaty. While open to international cooperation, they are deeply suspicious of Western intentions and firmly resist any measures they perceive as undermining Iran's independence or limiting its scientific and technological progress. They often frame the nuclear issue as a matter of national pride and a symbol of Iran's resistance against global powers."
google-gemini-2.5-flash_EN_Hardline-Principlists_Q03_W2,google/gemini-2.5-flash,EN,Hardline-Principlists,Q03,offen,2,"Hardline Principlists in Iran view the nuclear program as a cornerstone of national sovereignty, technological advancement, and a deterrent against external threats. They staunchly oppose any concessions that would limit Iran's enrichment capabilities or research and development, believing such actions compromise national security and independence. They often emphasize the peaceful nature of the program for energy and medical purposes, while simultaneously asserting Iran's right to all aspects of nuclear technology under international law. Their position is deeply intertwined with a broader anti-imperialist stance, viewing external pressure on the nuclear program as an attempt to undermine Iran's regional influence and self-sufficiency."
google-gemini-2.5-flash_EN_Hardline-Principlists_Q03_W3,google/gemini-2.5-flash,EN,Hardline-Principlists,Q03,offen,3,"Hardline Principlists in Iran view the nuclear program as a cornerstone of national sovereignty and a deterrent against foreign aggression. They staunchly oppose any concessions that would limit Iran's enrichment capabilities or research and development, seeing such demands as an infringement on Iran's right to peaceful nuclear technology. Their position is rooted in a deep distrust of Western powers, particularly the United States, and a belief that a strong and independent Iran requires a robust nuclear program, even if it entails international sanctions and isolation. They emphasize the program's peaceful nature but maintain the right to pursue all aspects of nuclear technology, including enrichment, for energy, medical, and scientific purposes."
google-gemini-2.5-flash_EN_Hardline-Principlists_Q04_W1,google/gemini-2.5-flash,EN,Hardline-Principlists,Q04,offen,1,"Hardline Principlists in Iran view the nuclear program as a cornerstone of national sovereignty and a deterrent against external threats. They advocate for its continuation and expansion, often emphasizing self-reliance and resistance to international pressure. For them, the program symbolizes Iran's scientific prowess and its right to peaceful nuclear technology, regardless of Western concerns. They tend to be skeptical of concessions in nuclear negotiations and prioritize maintaining a strong defense posture, seeing the nuclear program as integral to Iran's regional influence and security."
google-gemini-2.5-flash_EN_Hardline-Principlists_Q04_W2,google/gemini-2.5-flash,EN,Hardline-Principlists,Q04,offen,2,"When considering Hardline Principlists in Iran and the nuclear program, their unwavering commitment to the program as a symbol of national sovereignty and technological advancement immediately comes to mind. They view it as a non-negotiable right and a deterrent against perceived external threats, often prioritizing self-reliance and resisting international pressure. This stance is rooted in their ideological framework, which emphasizes the Islamic Republic's independence and strength. They typically advocate for continued development of nuclear capabilities, even if it entails economic sanctions or diplomatic isolation, believing that a robust nuclear program is essential for Iran's long-term security and regional influence."
google-gemini-2.5-flash_EN_Hardline-Principlists_Q04_W3,google/gemini-2.5-flash,EN,Hardline-Principlists,Q04,offen,3,"Hardline Principlists in Iran generally view the nuclear program as a crucial component of national sovereignty, deterrence, and scientific advancement. They often emphasize the country's right to peaceful nuclear technology under the Non-Proliferation Treaty (NPT) and resist external pressures to curb the program beyond NPT obligations. For them, the program is a symbol of national pride and a strategic asset against perceived foreign threats. While they insist on the peaceful nature of the program, their rhetoric often highlights its potential to enhance Iran's regional influence and security, leading to international concerns about proliferation risks."
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q01_W1,google/gemini-2.5-flash,EN,IRGC-Securocrats,Q01,offen,1,"The Islamic Revolutionary Guard Corps (IRGC) and Iran's broader security establishment play a central and multifaceted role in the country's nuclear program. They are deeply involved in its strategic direction, scientific development, and physical security. The IRGC, particularly its various specialized units, is believed to be responsible for protecting nuclear facilities and personnel, and has historically been implicated in the procurement of dual-use technologies. Furthermore, key figures within the security apparatus often hold significant influence over policy decisions related to the nuclear program, viewing it as a vital component of national defense and regional deterrence. This intertwining of military and scientific leadership underscores the program's strategic importance within Iran's security doctrine."
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q01_W2,google/gemini-2.5-flash,EN,IRGC-Securocrats,Q01,offen,2,"The Islamic Revolutionary Guard Corps (IRGC) and Iran's broader security establishment play a central and multifaceted role in the country's nuclear program. They are deeply involved in its strategic direction, scientific and technical development, and physical security. The IRGC's Quds Force, in particular, is believed to have been instrumental in acquiring sensitive technologies and materials from abroad, often through clandestine networks. Furthermore, many of the nuclear facilities are under the direct protection and control of IRGC units, highlighting their critical role in safeguarding the program from external threats. This deep integration underscores the security establishment's perception of the nuclear program as a vital component of Iran's national defense and deterrent capabilities."
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q01_W3,google/gemini-2.5-flash,EN,IRGC-Securocrats,Q01,offen,3,"The Islamic Revolutionary Guard Corps (IRGC) and Iran's broader security establishment play a central and multifaceted role in the country's nuclear program. They are deeply involved in its development, protection, and strategic direction, viewing it as crucial for national security and deterrence. The IRGC operates various entities involved in scientific research, technological acquisition, and the construction and safeguarding of nuclear facilities. They are also responsible for defending against potential cyberattacks or military strikes aimed at the program. Furthermore, the security establishment frames the nuclear program within a broader ideological context of self-reliance and resistance against perceived external threats, ensuring its continuity and public support."
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W1,google/gemini-2.5-flash,EN,IRGC-Securocrats,Q02,offen,1,"The Islamic Revolutionary Guard Corps (IRGC) and the broader security establishment in Iran view the nuclear program as a crucial component of national security and deterrence. They consider it essential for safeguarding Iran's sovereignty against perceived external threats, particularly from the United States and Israel. This perspective emphasizes the program's defensive nature, asserting that nuclear capabilities, even if not weaponized, provide a strategic advantage and prevent foreign intervention. The IRGC also sees the program as a symbol of Iran's scientific and technological prowess, bolstering national pride and regional influence. They generally oppose any concessions that would fundamentally undermine Iran's nuclear infrastructure or research capabilities, viewing such measures as compromising national interests."
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W2,google/gemini-2.5-flash,EN,IRGC-Securocrats,Q02,offen,2,"The IRGC and Iran's security establishment view the nuclear program as a cornerstone of national security and a deterrent against external threats. They believe it is essential for maintaining Iran's strategic independence and regional influence, especially given the history of foreign intervention and perceived hostile intentions from the United States and Israel. While publicly maintaining that the program is for peaceful purposes, they also emphasize the right to develop advanced nuclear technology. From their perspective, a robust nuclear program, even if not weaponized, provides leverage in international relations and safeguards Iran's sovereignty, aligning with their broader vision of a strong and self-reliant Islamic Republic."
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q02_W3,google/gemini-2.5-flash,EN,IRGC-Securocrats,Q02,offen,3,"The Islamic Revolutionary Guard Corps (IRGC) and Iran's security establishment view the nuclear program as a cornerstone of national security and a deterrent against external threats. They see it as essential for maintaining regional influence and protecting the revolution's gains. While consistently denying any intention to develop nuclear weapons, they assert Iran's right to peaceful nuclear technology, including uranium enrichment, under the Nuclear Non-Proliferation Treaty. This stance is deeply intertwined with their broader ideology of self-reliance and resistance to foreign interference, portraying the program as a symbol of Iranian sovereignty and scientific progress in the face of international pressure and sanctions."
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W1,google/gemini-2.5-flash,EN,IRGC-Securocrats,Q03,offen,1,"The Islamic Revolutionary Guard Corps (IRGC) and Iran's security establishment generally view the nuclear program as a crucial component of national security and a deterrent against external threats. They advocate for its continuation and expansion, framing it as an inalienable right and a symbol of Iran's scientific and technological advancement. While they maintain that the program is for peaceful purposes, they also emphasize the need for a strong defense posture, and some elements within these institutions have expressed skepticism about international agreements that might constrain Iran's nuclear capabilities. Their stance is often rooted in a broader anti-imperialist and anti-Western ideology, seeing the program as a means to assert Iranian sovereignty and regional influence."
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W2,google/gemini-2.5-flash,EN,IRGC-Securocrats,Q03,offen,2,"The Islamic Revolutionary Guard Corps (IRGC) and Iran's broader security establishment view the nuclear program as a crucial component of national security and deterrence. They generally advocate for its continuation and expansion, framing it as a sovereign right and a strategic necessity to counter perceived external threats, particularly from the United States and Israel. While publicly maintaining that the program is for peaceful purposes, elements within the security establishment are believed to support the capability to develop nuclear weapons as a potential last resort, viewing it as a guarantor of regime survival. They are often resistant to external pressures to curb the program and see international sanctions as attempts to undermine Iran's independence and regional influence."
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q03_W3,google/gemini-2.5-flash,EN,IRGC-Securocrats,Q03,offen,3,"The Islamic Revolutionary Guard Corps (IRGC) and Iran's security establishment consider the nuclear program a cornerstone of national security and a symbol of Iran's scientific and technological prowess. They view it as a deterrent against external threats, particularly from the United States and Israel, and a means to assert regional influence. While officially denying any intent to develop nuclear weapons, they advocate for the program's continuation and expansion, emphasizing its peaceful applications. This stance is rooted in a broader ideology of self-reliance and resistance against perceived foreign domination, making the nuclear program a non-negotiable element of their defense strategy and a source of national pride."
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W1,google/gemini-2.5-flash,EN,IRGC-Securocrats,Q04,offen,1,"The Islamic Revolutionary Guard Corps (IRGC) and Iran's security establishment are central to the country's nuclear program, overseeing its development and ensuring its protection. This involvement is often viewed through a dual lens: domestically, it's presented as a strategic necessity for national defense and sovereignty, while internationally, it raises concerns about proliferation and regional stability. The IRGC's role extends to managing aspects of the program that fall outside international safeguards, contributing to a lack of transparency and fueling suspicions about the program's ultimate intent. This intertwining of military and nuclear ambitions has been a consistent point of tension with global powers and international organizations."
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W2,google/gemini-2.5-flash,EN,IRGC-Securocrats,Q04,offen,2,"The Islamic Revolutionary Guard Corps (IRGC) and Iran's security establishment are central to the country's nuclear program, overseeing its development and safeguarding its facilities. This involvement stems from their constitutional mandate to protect the Islamic Revolution, which they interpret as including defense against external threats, exemplified by the perceived need for nuclear capabilities. Their role extends to scientific and technical aspects, with affiliated organizations and personnel contributing to research and development. Internationally, the IRGC's involvement raises concerns about the program's transparency and potential military dimensions, leading to sanctions and diplomatic efforts aimed at curbing proliferation risks."
google-gemini-2.5-flash_EN_IRGC-Securocrats_Q04_W3,google/gemini-2.5-flash,EN,IRGC-Securocrats,Q04,offen,3,"The Islamic Revolutionary Guard Corps (IRGC) and Iran's security establishment play a central, multifaceted role in the country's nuclear program. They are widely seen as the primary actors overseeing and implementing the program, deeply intertwined with its strategic direction, scientific development, and operational security. This involvement often raises international concerns due to the IRGC's history of assertive regional policies and its designation as a terrorist organization by some countries. Their control over the nuclear program is viewed as a key aspect of Iran's national security doctrine, designed to deter external threats and assert regional influence, but it also fuels suspicions regarding the program's ultimate intentions and transparency."
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W1,google/gemini-2.5-flash,EN,Pragmatic-Moderates,Q01,offen,1,"Pragmatic Moderates in Iran, often associated with figures like former President Hassan Rouhani, generally support the nuclear program but advocate for a more conciliatory approach to international relations regarding it. They view the program as a national right and a deterrent, but also recognize the economic and political costs of isolation. Their strategy typically involves engaging in negotiations with world powers to alleviate sanctions and ensure the program remains peaceful and transparent. While committed to Iran's nuclear capabilities, they prioritize diplomatic solutions and international cooperation to prevent escalation and improve the country's global standing, often seeking a balance between national sovereignty and global responsibilities."
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W2,google/gemini-2.5-flash,EN,Pragmatic-Moderates,Q01,offen,2,"Pragmatic Moderates in Iran, often associated with figures like former President Rouhani, generally support engagement with the international community and view the nuclear program as a tool for national development and a symbol of sovereignty, rather than purely a military asset. They advocate for a balanced approach, seeking to alleviate sanctions and foster economic growth through diplomatic solutions, such as the Joint Comprehensive Plan of Action (JCPOA). While committed to Iran's right to peaceful nuclear technology, they are typically open to verifiable limitations and transparency measures that can build international trust and prevent escalation, prioritizing national interests and stability above ideological rigidity. Their stance is often characterized by a willingness to negotiate and compromise to secure economic benefits and avoid international isolation."
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q01_W3,google/gemini-2.5-flash,EN,Pragmatic-Moderates,Q01,offen,3,"Pragmatic Moderates in Iran, often associated with figures like former President Rouhani, generally support engagement with the international community and view the nuclear program through a lens of national interest and economic benefit. They advocate for a balanced approach, seeking to alleviate sanctions and foster economic growth through diplomatic solutions, such as the JCPOA. While asserting Iran's right to peaceful nuclear technology, they are open to transparency and verifiable limitations to avoid confrontation and ensure the program serves strategic national goals without jeopardizing the country's economic stability or international standing. Their position often contrasts with hardliners who prioritize self-reliance and resistance over compromise."
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W1,google/gemini-2.5-flash,EN,Pragmatic-Moderates,Q02,offen,1,"Pragmatic Moderates in Iran generally view the nuclear program as a strategic asset for national security and a symbol of scientific and technological advancement. While they support the program, they prioritize its peaceful development and advocate for international cooperation and transparency to avoid isolation and sanctions. They believe that a nuclear program within the framework of international law can enhance Iran's regional influence and economic development, but they are also open to diplomatic solutions and compromises that safeguard Iran's interests while addressing international concerns. Their approach often involves balancing national aspirations with the pragmatic realities of international relations."
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W2,google/gemini-2.5-flash,EN,Pragmatic-Moderates,Q02,offen,2,"Pragmatic Moderates in Iran generally support the nuclear program as a national right and a symbol of scientific and technological advancement, but they prioritize its peaceful use and believe it should not isolate Iran internationally. They advocate for diplomatic engagement and adherence to international agreements, such as the JCPOA, to ensure the program's transparency and avoid confrontation. While recognizing the strategic value of nuclear technology, their primary concern is to leverage it for economic development and improved living standards, rather than for military purposes that could invite sanctions or conflict. They seek a balance between national sovereignty and international cooperation."
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q02_W3,google/gemini-2.5-flash,EN,Pragmatic-Moderates,Q02,offen,3,"Pragmatic Moderates in Iran generally view the nuclear program as a national right and a symbol of scientific and technological advancement, but also as a tool for diplomatic leverage rather than solely for military purposes. They support continuing the program under international safeguards, believing that transparency and cooperation can alleviate international concerns and lead to the lifting of sanctions. Their approach often emphasizes de-escalation and engagement with the international community, seeking to balance national interests with global stability. They advocate for a nuclear program that serves Iran's energy and medical needs, while avoiding actions that could provoke further isolation or conflict."
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q03_W1,google/gemini-2.5-flash,EN,Pragmatic-Moderates,Q03,offen,1,"Pragmatic Moderates in Iran, while generally supportive of the country's right to peaceful nuclear technology, tend to prioritize diplomatic solutions and international cooperation regarding Iran's nuclear program. Their stance often involves advocating for transparency and verifiable commitments to ensure the program remains exclusively for civilian purposes. They typically favor engaging with international bodies and world powers to alleviate sanctions and foster economic growth, viewing a resolution to the nuclear issue as crucial for Iran's development and integration into the global community. This approach contrasts with hardliners who might emphasize self-reliance and resistance against external pressure."
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q03_W2,google/gemini-2.5-flash,EN,Pragmatic-Moderates,Q03,offen,2,"Pragmatic Moderates in Iran generally support the nuclear program for peaceful purposes, emphasizing its role in national development and energy independence. While they advocate for international cooperation and transparency, they also assert Iran's right to enrich uranium within the framework of international law. Their approach often involves seeking diplomatic solutions and de-escalation of tensions with the international community, believing that a nuclear program under strict international safeguards is vital for Iran's security and economic progress. They tend to favor agreements that alleviate sanctions and integrate Iran further into the global economy, provided they don't compromise national sovereignty or scientific advancements."
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q03_W3,google/gemini-2.5-flash,EN,Pragmatic-Moderates,Q03,offen,3,"Pragmatic Moderates in Iran, while generally supportive of the country's right to peaceful nuclear technology, tend to prioritize diplomatic solutions and international engagement over confrontation regarding the nuclear program. They advocate for transparency and compliance with international regulations to alleviate concerns and avoid sanctions that could harm Iran's economy. Their stance often involves seeking a balanced approach that safeguards national interests while fostering trust with the international community, aiming to secure the benefits of nuclear energy without escalating tensions or isolating Iran. This perspective aligns with the belief that a stable and prosperous Iran requires integration into the global system, which necessitates a responsible and verifiable nuclear program."
google-gemini-2.5-flash_EN_Pragmatic-Moderates_Q04_W1,google/gemini-2.5-flash,EN,Pragmatic-Moderates,Q04,offen,1,"Pragmatic Moderates in Iran, often associated with figures like former President Rouhani, tend to prioritize economic stability and international engagement. Regarding Iran's nuclear program, they generally support its continuation for peaceful purposes but are open to diplomatic solutions and agreements that alleviate international sanctions and facilitate economic growth. Their approach is characterized by a willingness to negotiate and compromise to secure Iran's national interests, including the right to nuclear technology, while also seeking to avoid confrontation and integrate Iran more fully into the global economy. They view the nuclear program as a source of national pride and a strategic asset, but not at the cost of crippling economic isolation."
